0001,1997,00,2,Late
0001,2002,00,2,Late
0001,2003,00,2,Late
0001,2004,00,2,Late
0001,2005,00,2,Late
0001,2006,00,2,Late
0001,2007,00,2,Late
0001,2009,00,2,Early
0001,2010,00,2,Early
0001,2011,00,2,Early
0001,2012,00,2,Early
0002,2004,0,2,Early
0002,2005,0,2,Early
0002,2006,00,2,Late
0002,2007,00,2,Late
0002,2008,0,2,Mid
0002,2009,0,2,Mid
0002,2010,0,2,Mid
0002,2011,0,2,Mid
0002,2012,0,2,Mid
0003,2004,00,2,Mid
0003,2005,00,2,Mid
0003,2006,00,2,Mid
0003,2007,00,2,Mid
0003,2008,00,2,Mid
0003,2009,00,2,Mid
0003,2010,00,2,Mid
0003,2011,00,2,Mid
0003,2012,00,2,Mid
0004,2009,00,1,Early
0004,2010,00,1,Late
0004,2011,00,1,Late
0004,2012,00,1,Late
0006,2010,00,1,Mid
0006,2011,0,1,Early
0006,2012,00,1,Mid
0007,2010,0,2,Mid
0007,2011,0,2,Mid
0007,2012,0,2,Mid
0008,2012,0,2,Mid
0009,2012,0,2,Late
0010,2007,0,2,Mid
0010,2008,0,2,Mid
0010,2009,0,2,Mid
0010,2010,0,2,Mid
0010,2011,0,2,Mid
0010,2012,0,2,Mid
0011,2004,00,1,Early
0011,2005,00,1,Early
0011,2006,00,1,Early
0011,2007,00,1,Early
0011,2008,0,2,Mid
0011,2009,0,2,Mid
0011,2010,0,2,Mid
0011,2011,0,2,Mid
0011,2012,0,2,Mid
0012,2004,00,1,Early
0012,2005,00,1,Early
0012,2006,00,1,Early
0012,2007,00,1,Early
0012,2008,00,1,Early
0012,2009,00,1,Early
0012,2010,00,1,Early
0012,2011,00,1,Early
0012,2012,00,1,Early
0013,2004,00,1,Late
0013,2005,00,1,Late
0013,2006,00,1,Late
0013,2007,00,1,Late
0013,2009,00,1,Late
0013,2010,00,1,Late
0013,2011,00,1,Late
0013,2012,00,1,Late
0014,2009,00,2,Mid
0014,2010,00,2,Mid
0014,2011,00,2,Mid
0014,2012,00,2,Mid
0015,2009,0,2,Mid
0016,2011,00,1,Mid
0016,2012,00,1,Mid
0017,2011,0,1,Early
0017,2012,0,1,Early
0018,2011,00,1,Mid
0018,2012,00,1,Mid
0019,2011,000,1,Early
0019,2012,000,2,Late
0020,2007,0,2,Early
0020,2009,00,1,Mid
0020,2010,00,1,Early
0020,2011,00,1,Early
0020,2012,00,1,Early
0021,2009,00,1,Mid
0021,2010,00,1,Early
0021,2011,00,1,Early
0021,2012,00,1,Early
0022,2005,00,2,Mid
0022,2006,00,2,Mid
0022,2007,00,2,Mid
0022,2008,00,2,Mid
0022,2009,00,2,Mid
0022,2010,0,1,Mid
0022,2011,00,2,Mid
0022,2012,00,2,Mid
0023,2011,000,1,Late
0023,2012,000,1,Late
0024,2012,0,2,Mid
